#Entity,Code,Year,Coal (% electricity),Gas (% electricity),Hydro (% electricity),Solar (% electricity),Wind (% electricity),Oil (% electricity),Nuclear (% electricity),Other renewables (% electricity)
Austria,AUT,1988,,,72.01388707571803,0,0,,0,2.135607049608356
Austria,AUT,1989,,,69.92153306493404,0,0,,0,2.201239685893092
Austria,AUT,1990,,,62.50049589399771,0,0,,0,2.2662058158448053
Austria,AUT,1991,,,61.07412011498718,0,0,,0,2.380996037603916
Austria,AUT,1992,,,68.08987885892927,0,0,,0,2.5970379054318093
Austria,AUT,1993,,,69.68306786900807,0.0018984337921215,0,,0,2.5839791172282864
Austria,AUT,1994,,,66.9821230936615,0.0018758558592357766,0,,0,2.270826689677165
Austria,AUT,1995,,,65.50483679997173,0.0017671903440719602,0.0017671903440719602,,0,3.28206301800767
Austria,AUT,1996,,,62.39830582657062,0.0018236527765113522,0.00911826388255676,,0,2.89859396370931
Austria,AUT,1997,,,63.50860670876502,0.003517968021670683,0.035179680216706824,,0,3.0103058873194843
Austria,AUT,1998,,,64.70277521458294,0.00348207601371938,0.07834671030868604,,0,3.2083447951668784
Austria,AUT,1999,,,67.41725190081002,0.003312958637711408,0.0844804452616409,,0,2.6452514022097433
Belarus,BLR,2000,0,99.88996012480966,0.11003987519032823,0,0,0,0,0
Belarus,BLR,2001,0,99.87267104734855,0.12732895265145566,0,0,0,0,0
Belarus,BLR,2002,0,99.88741174890569,0.1125882510943176,0,0,0,0,0
Belarus,BLR,2003,0,99.88813897613605,0.11186102386395143,0,0,0,0,0
Belarus,BLR,2004,0,99.88411503423379,0.11247658442015253,0,0.0034083813460652284,0,0,0
Belarus,BLR,2005,0,99.77325275789923,0.12368031387315209,0,0.003435564274254225,0,0,0.09963136395337252
Belarus,BLR,2006,0,99.56870727192972,0.11701740684077074,0,0.003343354481164878,0,0,0.3109319667483337
Belarus,BLR,2007,0,99.58565428196226,0.11695242041387792,0,0.003341497726110798,0,0,0.29405179989775015
Belarus,BLR,2008,0,99.77814503722605,0.11852525408471454,0,0.003039109079095245,0,0,0.10029059961014308
Belarus,BLR,2009,0,99.63134248914743,0.15448505216679329,0,0.0035110239128816655,0,0,0.21066143477289995
Belarus,BLR,2010,0,99.57634402571927,0.13715481181750241,0,0.003047884707055609,0,0,0.28345327775617163
Belarus,BLR,2011,0,99.5111781663104,0.1387197095605624,0,0.0033028502276324376,0,0,0.34679927390140597
Belarus,BLR,2012,0,99.30254013501717,0.23824124100898275,0,0.020716629652955017,0,0,0.43850199432088127
Belarus,BLR,2013,0,98.99775456527857,0.46231523419809906,0,0.026996510026166366,0,0,0.512933690497161
Belarus,BLR,2014,0,99.12144237733406,0.36734116627146873,0.003061176385595573,0.033672940241551305,0,0,0.4744823397673138
Belarus,BLR,2015,0,98.98302018049831,0.3306744198379695,0.024956559987771288,0.08110881996025668,0,0,0.5802400197156824
Belarus,BLR,2016,0,98.66988849231862,0.4465374347216108,0.08867410051209293,0.23751991208596318,0,0,0.5573800603617269
Belarus,BLR,2017,0,97.59290257165424,1.2343300112105484,0.27395354363525887,0.2985785812653945,0,0,0.600235292234556
Belarus,BLR,2018,0,97.81216375467542,0.8741969630404044,0.4823945082246901,0.26981387748160635,0,0,0.5614308965778879
Belarus,BLR,2019,0,97.24378571144491,0.9134705890151263,0.47990879081544724,0.47195450146491497,0,0,0.8908804072596149
Belarus,BLR,2020,0,97.10726162151634,0.9587177025504028,0.5036802048113982,0.4953319141239165,0,0,0.9350085569979547
Belarus,BLR,1985,,,0.06028636021100227,0,0,,0,0
Belarus,BLR,1986,,,0.05512375282509233,0,0,,0,0
Belarus,BLR,1987,,,0.05340026166128214,0,0,,0,0
Belarus,BLR,1988,,,0.05242463958060288,0,0,,0,0
Belarus,BLR,1989,,,0.05196289849047779,0,0,,0,0
Belarus,BLR,1990,,,0.050599605323078486,0,0,,0,0
Belarus,BLR,1991,,,0.04646960113592359,0,0,,0,0
Belarus,BLR,1992,,,0.0452187790929645,0,0,,0,0
Belarus,BLR,1993,,,0.05693907518954718,0,0,,0,0
Belarus,BLR,1994,,,0.06051533586011403,0,0,,0,0
Belarus,BLR,1995,,,0.08026326350429408,0,0,,0,0
Belarus,BLR,1996,,,0.06743088334457181,0,0,,0,0
Belarus,BLR,1997,,,0.08059254710826266,0,0,,0,0
Belarus,BLR,1998,,,0.11918951132300357,0,0,,0,0
Belarus,BLR,1999,,,0.071654849901946,0,0,,0,0
Belgium,BEL,2000,15.604122117115486,19.30218791151704,0.5557367740688377,0,0.019329974750220486,5.652809491017603,58.179599627897986,0.6862141036328271
Belgium,BEL,2001,12.638327100663972,20.071739296344347,0.560940242692512,0,0.0470630135592358,6.967869953445775,58.95469230964919,0.7593680836449669
Belgium,BEL,2002,12.390812834356739,22.075884307935606,0.4447794017717046,0,0.07042340528051991,5.614104449029516,58.51320129974425,0.8907943018816641
Belgium,BEL,2003,11.534088869209334,25.86015007000877,0.2955924414499591,0,0.10531228683237409,4.479362381972457,56.69989588444378,1.0255980660834612
Belgium,BEL,2004,10.84263606651737,25.461108112901105,0.37569153072639627,0.0007800628178185467,0.16769453773815304,5.833015746208145,56.08865051159738,1.230423431493717
Belgium,BEL,2005,9.595796360043735,26.741596661866,0.3370641970597141,0.0015682848057639476,0.26567212754359415,5.494127686284615,55.7033696495038,1.860805032892784
Belgium,BEL,2006,8.143405271701424,27.376967897942485,0.4273099703142673,0.0019300155893649839,0.4355425629976769,5.49940045248936,55.468624255039856,2.646819573925573
Belgium,BEL,2007,7.418510837808462,29.0851453480472,0.4453947878264654,0.006940747282694002,0.562658816282017,4.248745567053095,55.25444357914883,2.978160316551237
Belgium,BEL,2008,6.656302897853326,29.574768563276198,0.4914648305110513,0.04966487548879637,0.7644032488854041,3.7889951261391,54.68080231645581,3.9935981413903137
Belgium,BEL,2009,5.771158711244755,32.66756698080027,0.3655735915968084,0.1850248194933023,1.1100954183854337,2.867035412277903,52.63145165361141,4.402093412590134
Belgium,BEL,2010,4.484981754876224,33.57591773605217,0.33340822194933933,0.5984250137552265,1.3806519960209866,3.765320107798572,51.23373010621531,4.627565063332163
Belgium,BEL,2011,3.9119745845898874,28.62854127813509,0.2205831468871157,1.3156209117910183,2.601980793892929,3.7750667283714185,54.283711770169354,5.262520786163293
Belgium,BEL,2012,4.164769283886416,28.93586826745045,0.43872016357257326,2.6396944295627103,3.3807259663533586,4.553626504498326,49.518848714725046,6.367746669951129
Belgium,BEL,2013,3.6806878931578533,25.603295703602036,0.46498051841754673,3.2352855018315703,4.484614736842929,4.271811508057366,52.1806032299945,6.078720908096185
Belgium,BEL,2014,2.942563558218469,27.200763585529604,0.4113563638462524,4.063164741043975,6.497375174741989,5.158848033246379,47.44676088538756,6.279167657985763
Belgium,BEL,2015,3.040192021382601,32.27626812656061,0.46657210180181236,4.47844741685521,8.167942510814392,5.18739083033422,38.250413232828855,8.132773759422294
Belgium,BEL,2016,0.4628358827926061,26.287533375873863,0.43966438160016375,3.6778519661910014,6.461521642776249,4.493726464587415,51.717602379416164,6.45926390676264
Belgium,BEL,2017,0.1068329609654222,27.06493775128961,0.3174431546398299,3.8870038701973697,7.65542197844302,4.563495094968514,49.62831766880848,6.776547520687863
Belgium,BEL,2018,0.12408145070650306,32.604201917078804,0.42606281266690865,5.30274922635963,10.144915718388111,5.113705088426707,38.86481101701941,7.41947276935392
Belgium,BEL,2019,0.10110356586918773,27.859747052885442,0.33890766077486023,4.295842852254136,10.367119037800927,4.288377601929129,46.97134529330573,5.777556935180666
Belgium,BEL,2020,0.10625879725325825,30.32086049757409,0.31775605475237595,5.365003274897651,14.417162506474174,4.126541038961375,39.327172369267025,6.019245460820161
Belgium,BEL,1985,,,0.5006803670493004,0,0,,60.36251352011445,0.09246013746903459
Belgium,BEL,1986,,,0.5845660917581293,0,0,,67.13818256186515,0.20280864407935104
Belgium,BEL,1987,,,0.6770085375668724,0,0.009468650875061152,,66.22847854561522,0.2240914040431139
Belgium,BEL,1988,,,0.5493580620973543,0,0.01224196238657057,,65.95663284824558,0.27544415369783776
Belgium,BEL,1989,,,0.45153744799917095,0,0.010363154544243268,,61.019734407153535,0.2827660739929235
Belgium,BEL,1990,,,0.37505463671869493,0,0.009869858861018287,,60.2371586086319,0.3976143141153081
Belgium,BEL,1991,,,0.31833852313167255,0,0.011120996441281138,,59.582128558718864,0.4156472419928825
Belgium,BEL,1992,,,0.4721356870889582,0,0.012461059190031154,,60.167532017999314,0.3696780893042576
Belgium,BEL,1993,,,0.3585848603777847,0,0.011294011350481407,,59.19050173645424,0.34587909760849306
Belgium,BEL,1994,,,0.4793638038764738,0,0.012469000678867815,,56.28229817536957,0.3394339073691794
Belgium,BEL,1995,,,0.4542522309429093,0,0.012095473604988713,,55.5800451564348,0.43140522524459735
Belgium,BEL,1996,,,0.31406457377889335,0,0.010512621716448314,,56.94687183800051,0.4126204023705962
Belgium,BEL,1997,,,0.38689381350449686,0,0.010148034452576967,,60.13725216597111,0.3488386843073332
Belgium,BEL,1998,,,0.4676436291069089,0,0.013223855835928016,,55.49811860596516,0.4315785677361962
Belgium,BEL,1999,,,0.4034834465295691,0,0.015382066876493837,,57.99867477577679,0.5868850131339187
Belize,BLZ,2000,0,0,51.31600728356233,0.11035700491088672,0.01655355073663301,39.176736743364785,0,9.38034541742537
Bosnia and Herzegovina,BIH,2000,49.86030881197864,0,50.13969118802136,0,0,0,0,0
Bosnia and Herzegovina,BIH,2001,50.002826901969364,0,49.99717309803159,0,0,0,0,0
Bosnia and Herzegovina,BIH,2002,49.86049391499647,0,50.139506085003525,0,0,0,0,0
Bosnia and Herzegovina,BIH,2003,58.79834675592459,0,41.20165324407542,0,0,0,0,0
Bosnia and Herzegovina,BIH,2004,51.733091088194946,0,48.26690891180505,0,0,0,0,0
Bosnia and Herzegovina,BIH,2005,51.11051099313671,0,48.8894890068633,0,0,0,0,0
Bosnia and Herzegovina,BIH,2006,54.71331450423654,0,45.28668549576345,0,0,0,0,0
Bosnia and Herzegovina,BIH,2007,64.87547242090552,0,35.12452757909447,0,0,0,0,0
Bosnia and Herzegovina,BIH,2008,66.01451401742632,0,33.98548598257439,0,0,0,0,0
Bosnia and Herzegovina,BIH,2009,58.93023125930004,0,41.069768740699956,0,0,0,0,0
Bosnia and Herzegovina,BIH,2010,51.83693657216701,0,48.16306342783299,0,0,0,0,0
Bosnia and Herzegovina,BIH,2011,70.21274844995207,0,29.780394447941568,0,0.006857102106364625,0,0,0
Bosnia and Herzegovina,BIH,2012,68.96418910579143,0,31.028375386088992,0,0.0074355081203184735,0,0,0
Bosnia and Herzegovina,BIH,2013,57.267506008791024,0,42.72652993063797,0,0.00596406057099916,0,0,0
Bosnia and Herzegovina,BIH,2014,62.05571875907931,0,37.93782483778288,0,0.0064564031378119245,0,0,0
Bosnia and Herzegovina,BIH,2015,63.284905393164145,0,36.70841427666721,0,0.006680330168638254,0,0,0
Bosnia and Herzegovina,BIH,2016,66.97000505694808,0,32.878992943232085,0.14128842088407698,0.005887017536836541,0,0,0.0038265613989437513
Bosnia and Herzegovina,BIH,2017,75.54703965285525,0,24.271832099289487,0.13584618589192166,0.006468865994853412,0,0,0.03881319596912047
Bosnia and Herzegovina,BIH,2018,64.45011806440155,0,34.826367497100456,0.11510456976104291,0.5645605088279724,0,0,0.04384935990896873
Bosnia and Herzegovina,BIH,2019,61.237327674066385,0,36.9539111697755,0.18414989146410082,1.559135747729387,0,0,0.06547551696501322
Bosnia and Herzegovina,BIH,2020,67.70987888741853,0,30.54985789090383,0.18886181408601116,1.484250540361312,0,0,0.06715086723058132
Bulgaria,BGR,2000,41.722490395034974,4.708895675302926,6.479657176632844,0,0,2.3199684760122152,44.768988277017044,0
Bulgaria,BGR,2001,44.87433253544477,4.391456453691779,3.799944761554027,0,0,1.9310440066286179,45.00322224268101,0
Bulgaria,BGR,2002,40.821078140219996,3.656363593167185,5.0272029650043955,0,0,2.4518305576013875,48.04352474400703,0
Bulgaria,BGR,2003,45.48399300137135,4.166075566274176,7.081382702038115,0,0,2.4116896013618954,40.85685912895446,0
Bulgaria,BGR,2004,45.66052201460639,3.6089736477527214,7.582253135392482,0,0.0024156450118826786,2.526764682429282,40.61907087480724,0
Bulgaria,BGR,2005,42.01491782245817,3.9356264446326903,9.781996113768058,0,0.010441132736570357,1.7982330198148206,42.45878546658968,0
Bulgaria,BGR,2006,41.96185145900397,4.74745256510976,9.263962122760876,0,0.04408160332225816,1.1192465750999854,42.863405674703365,0
Bulgaria,BGR,2007,52.14872299159293,5.446147036318004,6.597501221011727,0.0001398839136040581,0.10911411540828538,1.5597056366852502,34.13866911507043,0
Bulgaria,BGR,2008,52.0311391362849,5.297160966379055,6.268404407803558,0.00037484147516326366,0.2732931037899897,0.7092808751592294,35.38548416735839,0.03486250174991504
Bulgaria,BGR,2009,49.856605852616944,4.632933899302578,8.10754454739592,0.007718406450291443,0.55994239191219,0.7749119423616754,36.04285546545646,0.01748749450414976
Bulgaria,BGR,2010,49.167653782462004,4.2772509317733665,10.943078490201987,0.03233111445971413,1.4819656325799477,0.8547681118511707,33.16630772930916,0.07664420736265497
Bulgaria,BGR,2011,55.12441127411027,4.1578023102126975,5.748418929110683,0.20190864545627016,1.7237663843584994,0.2742508023587576,32.65786561810782,0.111576036285183
Bulgaria,BGR,2012,49.179593401111674,5.065007958254026,6.8313886368567225,1.7496786213753497,2.624727540838868,0.4729633916875576,33.935123353582256,0.14151709629371295
Bulgaria,BGR,2013,45.086443049517634,5.438292929382187,9.384224346904961,3.1640657877665923,3.1934846507146357,0.5254613946303438,32.948289483657526,0.25973835742628143
Bulgaria,BGR,2014,45.41630820007699,4.56614560734874,9.809387509336402,2.669903357592172,2.836418451815716,0.4497930546921494,33.824011368721976,0.42803245041585813
Bulgaria,BGR,2015,46.23642633852841,3.8266894012528625,11.608463487306418,2.839785383491766,2.9798721885740043,0.37363598231117007,31.58045228512488,0.5546749334106785
Bulgaria,BGR,2016,43.46018775007591,4.607713563876567,8.707842478859225,3.1113737335773335,3.1981751569007266,0.7137130605517528,35.40734982158632,0.7936444345721618
Bulgaria,BGR,2017,46.56480935395993,4.280368093283117,6.2967153116223,3.123673783157891,3.3487687041312926,0.8922752959932884,34.61174560477789,0.8816438530744828
Bulgaria,BGR,2018,40.09405953848066,4.333798188307581,11.058576239073624,2.8852530184954133,2.832282671704642,0.9406491029098364,34.64878008552195,3.206601155506465
Bulgaria,BGR,2019,39.7080803231517,5.11294399776509,6.702757926198996,3.356711997121161,2.9607458005261265,0.9958077664032952,37.80844852368211,3.3545036651517064
Bulgaria,BGR,2020,33.498245950226504,5.559440915311631,7.352585177413884,3.886456104790744,3.657519361161749,1.0980217553400322,41.253209725425926,3.694521010329719
Bulgaria,BGR,1985,,,5.373270561106842,0,0,,31.540641813989232,0
Bulgaria,BGR,1986,,,5.561932089909134,0,0,,28.86178861788618,0
Bulgaria,BGR,1987,,,5.835806132542038,0,0,,28.606261357624273,0
Bulgaria,BGR,1988,,,5.766197996490527,0,0,,35.60560627262833,0
Bulgaria,BGR,1989,,,6.0702442985721055,0,0,,32.857368432925036,0
Bulgaria,BGR,1990,,,4.4564675731472905,0,0,,34.79983863695688,0
Bulgaria,BGR,1991,,,5.973765356566003,0,0,,32.26469580539377,0
Bulgaria,BGR,1992,,,5.793316484133671,0,0,,32.440325751193484,0
Bulgaria,BGR,1993,,,5.110929810248177,0,0,,36.77395583861884,0
Bulgaria,BGR,1994,,,3.849684000734272,0,0,,40.21451236461857,0
Bulgaria,BGR,1995,,,5.537342362822753,0,0,,41.3051281437699,0
Bulgaria,BGR,1996,,,6.83350500983238,0,0,,42.33074257889315,0
Bulgaria,BGR,1997,,,6.434128448940493,0,0,,41.47139219213605,0
Bulgaria,BGR,1998,,,7.424899906499484,0,0,,40.51449257989499,0
Bulgaria,BGR,1999,,,7.197761974482325,0,0,,41.34595272955448,0
Croatia,HRV,2000,13.77087606211544,13.948450221523764,57.29341466229834,0,0,14.978380346092038,0,0.008878707970416145
Croatia,HRV,2001,12.826536365344959,14.275198897450467,56.226899705569565,0,0,16.67136503163579,0,0
Croatia,HRV,2002,16.599241267492694,19.889180978166923,46.05443354794053,0,0,17.457144206400564,0,0
Croatia,HRV,2003,18.223441835079367,15.623341772919538,41.3726709016207,0,0,24.780545490380387,0,0
Croatia,HRV,2004,15.392254220456802,17.738151778132778,54.88105004101723,0,0.014392009556294345,11.945367931724308,0,0.02878401911258869
Croatia,HRV,2005,17.830199517481713,13.908781066901543,53.88503810362655,0,0.07659020411289397,14.192164822119253,0,0.10722628575805156
Croatia,HRV,2006,17.464984910624466,15.948309216126285,51.203280971910544,0,0.1470246846707421,15.151280662384895,0,0.08511955428306121
Croatia,HRV,2007,19.31646962220086,24.450520978658805,37.46741392093272,0,0.27822731729872585,18.431563254861153,0,0.05580490604845505
Croatia,HRV,2008,19.522691705790297,19.24100156494523,45.22691705790297,0,0.31220657276995306,15.532081377151801,0,0.16510172143974883
Croatia,HRV,2009,12.401211967902645,16.537442497607206,55.41203325948246,0.0006806455302045481,0.4053954696383132,15.056477497821486,0,0.18675866201843255
Croatia,HRV,2010,16.118720288501436,17.25412700064745,61.6782865631374,0.0008110047943900094,0.9400897241637528,3.7846890404867115,0,0.2232763782688562
Croatia,HRV,2011,22.966893960641066,23.313799020464845,44.758642583628216,0.0012186152101502038,1.7878953083225617,6.689041153525206,0,0.48250935820874313
Croatia,HRV,2012,21.127247200875754,23.713871746470012,45.661475418193,0.02269432630514089,3.103439681992449,5.4847768649279764,0,0.8864947612356742
Croatia,HRV,2013,17.35737077057477,14.489568908439331,61.813318286932905,0.08089352102618554,3.7086915546461445,1.6489860707278803,0,0.9011708876527866
Croatia,HRV,2014,17.625812048999162,7.458219456544408,67.03554831534304,0.2618117875893144,5.433409637418885,0.9601899300341604,0,1.2250088240710237
Croatia,HRV,2015,20.556400355385456,10.651952911427012,56.86946845954073,0.5095851558228541,7.086129359736651,1.966651289411336,0,2.3598124686759614
Croatia,HRV,2016,20.579798565312164,12.573020232891022,54.32003743049958,0.5195764937477367,8.040454366437109,0.5469977276604543,0,3.420115183451939
Croatia,HRV,2017,11.602111480752356,26.22462488967366,45.0420938285019,0.6679000611039504,10.217937402403509,1.7847443818317754,0,4.460587955733625
Croatia,HRV,2018,10.722115192984866,16.573292883663033,56.84285893546548,0.552861371302882,9.85702370144017,0.5056208802970283,0,4.946227034847273
Croatia,HRV,2019,12.906436460015561,20.68770935826484,46.69957911007788,0.6220840308625062,11.47056397721083,0.3440887368557509,0,7.269538326713425
Croatia,HRV,2020,9.741700069963258,25.85253417572536,43.82723001736539,0.6293059152017418,12.298244183843531,0.33524180657949515,0,7.315743831321922
Croatia,HRV,1990,,,43.495656149977144,0,0,,0,0
Croatia,HRV,1991,,,65.7756403086903,0,0,,0,0
Croatia,HRV,1992,,,48.85419006964727,0,0,,0,0.06740058413839586
Croatia,HRV,1993,,,47.574236721037224,0,0,,0,0.1986616478460895
Croatia,HRV,1994,,,61.95144192408526,0,0,,0,0.06839165621794141
Croatia,HRV,1995,,,61.265631737818026,0,0,,0,0.05390254420008625
Croatia,HRV,1996,,,70.37501118768459,0,0,,0,0.08950147677436678
Croatia,HRV,1997,,,57.113583138173304,0,0,,0,0.019516003122560504
Croatia,HRV,1998,,,52.53882393997558,0,0,,0,0.04362240446693422
Croatia,HRV,1999,,,56.45273133523384,0,0,,0,0.015409507666230062
Cyprus,CYP,2000,0,0,0,0,0,100,0,0
Cyprus,CYP,2001,0,0,0,0,0,100,0,0
Cyprus,CYP,2002,0,0,0,0,0,100,0,0
Cyprus,CYP,2003,0,0,0,0,0,100,0,0
Cyprus,CYP,2004,0,0,0,0.010757276571722594,0.008448745980003343,99.98079397744829,0,0
Cyprus,CYP,2005,0,0,0,0.012931464835668727,0.008110724411064285,99.97895781075327,0,0
Cyprus,CYP,2006,0,0,0,0.02153675261880034,0.007630286606461176,99.967501427186,0,0.0033315335887365797
Cyprus,CYP,2007,0,0,0,0.035779276963010635,0.007287230821496695,99.92743560294652,0,0.02949788926898811
Cyprus,CYP,2008,0,0,0,0.05031062627376444,0.006990321850170799,99.71546436412684,0,0.22723468774921482
Cyprus,CYP,2009,0,0,0,0.07354198931176952,0.006807667850242027,99.4111271426895,0,0.508523200148503
Cyprus,CYP,2010,0,0,0,0.12011855154275212,0.5960833798989215,98.62385062535694,0,0.6599474432015693
Cyprus,CYP,2011,0,0,0,0.24216852511111361,2.3262338889055543,96.38457424837905,0,1.047023337604469
Cyprus,CYP,2012,0,0,0,0.45676747281337604,3.9322495856337785,94.55478898805599,0,1.0561939534968503
Cyprus,CYP,2013,0,0,0,1.0980163444878555,5.385536487219491,92.37742857882115,0,1.1390185894714906
Cyprus,CYP,2014,0,0,0,1.9216436524608946,4.203523649389576,92.71430614158139,0,1.1605265565681406
Cyprus,CYP,2015,0,0,0,2.793074461403843,4.892373386681345,91.18469984687144,0,1.1298523050433626
Cyprus,CYP,2016,0,0,0,2.9858261388529828,4.638232740868367,91.31160745870382,0,1.0643336615750014
Cyprus,CYP,2017,0,0,0,3.437259272654959,4.225271338121828,91.3033721561079,0,1.034097233115492
Cyprus,CYP,2018,0,0,0,3.942107672914913,4.367890001258752,90.56570143227034,0,1.1243008935559988
Cyprus,CYP,2019,0,0,0,4.064273897076944,4.889049131344958,89.88753390566573,0,1.1591430659125375
Cyprus,CYP,2020,0,0,0,4.342958344347192,5.6048989125694,88.81351803966055,0,1.2386247034230669
Cyprus,CYP,1985,,,0,0,0,,0,0
Cyprus,CYP,1986,,,0,0,0,,0,0
Cyprus,CYP,1987,,,0,0,0,,0,0
Cyprus,CYP,1988,,,0,0,0,,0,0
Cyprus,CYP,1989,,,0,0,0,,0,0
Cyprus,CYP,1990,,,0,0,0,,0,0
Cyprus,CYP,1991,,,0,0,0,,0,0
Cyprus,CYP,1992,,,0,0,0,,0,0
Cyprus,CYP,1993,,,0,0,0,,0,0
Cyprus,CYP,1994,,,0,0,0,,0,0
Cyprus,CYP,1995,,,0,0,0,,0,0
Cyprus,CYP,1996,,,0,0,0,,0,0
Cyprus,CYP,1997,,,0,0,0,,0,0
Cyprus,CYP,1998,,,0,0,0,,0,0
Cyprus,CYP,1999,,,0,0,0,,0,0
Czechia,CZE,2000,72.35229643242775,2.319300372824449,2.4111945922089775,0.00006857777566009607,0.0012138266291837002,3.5567081559466294,18.63943942441411,0.7197786177732363
Czechia,CZE,2001,70.84855824989054,2.128393391543276,2.7669114090062585,0.00010911383842721859,0,3.683906801317454,19.868148184728973,0.7039728496750637
Czechia,CZE,2002,65.67187770763928,2.1119955862055635,3.2791856702954916,0.000152642671650994,0.002652824362486227,3.6141284319911877,24.657055012037286,0.6629521247971752
